dissection.date,student.name,species,fish.id,site,collection.date,weight.g,tl.mm,sl.mm,fl.mm,liver,stomach.contents,note,ground,packaged,ran.on.ea
2/12/25,Cole,Croaker,CRO077,WO2,11/8/24,76,198,155,-,Y,mush,,Y,Y,Y
2/12/25,Cole,Croaker,CRO078,WO2,11/8/24,87.9,202,161,-,Y,shrimp,,Y,Y,Y
2/12/25,Cole,Croaker,CRO079,WO2,11/8/24,61.3,176,137,-,Y,unknown,,Y,Y,Y
2/12/25,Cole,Croaker,CRO080,WI1,11/8/24,60.3,180,138,-,Y,crab,,Y,Y,Y
2/12/25,Cole,Croaker,CRO081,WI1,11/8/24,47.8,167,131,-,Y,mush & shell?,,Y,Y,Y
2/12/25,Dannette,Croaker,CRO082,WI1,11/8/24,45.5,159,121,-,Y,Claw?,Found in intestine,Y,Y,Y
2/12/25,Lindsey,Croaker,CRO083,WI1,11/8/24,39.9,158,123,-,Y,mush,,Y,Y,Y
2/12/25,Dannette,Croaker,CRO084,WI1,11/8/24,39.2,160,126,-,Y,mush,,Y,Y,Y
2/12/25,Lindsey,Croaker,CRO085,EO2,5/22/24,109.5,218,175,-,Y,-,,Y,Y,Y
2/12/25,Dannette,Croaker,CRO086,EO2,5/22/24,112.1,218,175,-,Y,shrimp???,,Y,Y,Y
2/12/25,Lindsey,Croaker,CRO087,EO2,5/22/24,91.2,205,163,-,Y,-,,Y,Y,Y
2/12/25,Dannette,Croaker,CRO088,EO2,5/22/24,111.2,220,180,-,Y,worm,,Y,Y,Y
10/18/24,EG,Striped Anchovy,STA005,EI1,5/22/24,10.4,113,92,99,Y,N,,Y,Y,
10/18/24,Dannette,Striped Anchovy,STA006,EI1,5/22/24,11,114,94,100,N,N,,Y,Y,
10/18/24,Dannette,Striped Anchovy,STA007,EI1,5/22/24,7.7,103,84,93,Y,N,,Y,Y,
10/18/24,EG,Striped Anchovy,STA008,EI1,5/22/24,7.7,103,85,94,Y,N,,Y,Y,
10/18/24,EG,Striped Anchovy,STA009,EI1,5/22/24,7.3,100,83,87,Y,N,,Y,Y,
10/18/24,EG,Striped Anchovy,STA010,EI1,5/22/24,7.6,105,85,92,N,N,Liver sample collected but doubtful; intestines digested and difficult to ID ,Y,Y,
10/21/24,EG,Striped Anchovy,STA011,EI1,5/22/24,2.2,73,63,67,N,N,,,,
10/21/24,EG,Striped Anchovy,STA012,WI1,5/23/24,7.7,104,84,91,N,N,,,,
2/12/25,Dannette,Striped Anchovy,STA106,EI2,5/22/24,20.9,143,117,127,Y,-,,,,
2/12/25,Lindsey,Striped Anchovy,STA107,EI2,5/22/24,9.7,106,88,100,N,-,,,,
2/13/25,Cole,Striped Anchovy,STA108,EI2,5/22/24,6.3,96,80,89,N,mush,,,,
9/17/24,Dannette,Thread Herring,THH019,EI2,5/22/24,65.8,194,143,157,Y,N,,Y,Y,Y
9/17/24,Lindsey,Thread Herring,THH020,EI2,5/22/24,63.4,197,155,167,Y,N,small liver,Y,Y,Y
9/17/24,Dannette,Thread Herring,THH021,EI2,5/22/24,63.7,191,145,156,Y,N,,Y,Y,Y
9/17/24,Lindsey,Thread Herring,THH022,EI2,5/22/24,56.4,184,143,156,Y,N,,Y,Y,Y
9/17/24,Dannette,Thread Herring,THH023,EI2,5/22/24,68.6,194,145,162,Y,N,,Y,Y,Y
9/17/24,Lindsey,Thread Herring,THH024,EI2,5/22/24,69.3,197,154,166,Y,N,,Y,Y,Y
12/10/24,Sam,Unknown Anchovy,UAN006,EI2,8/12/24,0.2,34,28,NA,N,N,,Y,,
2/17/25,Dannette,Thread Herring,THH061,WO2,11/8/24,7.5,92,74,81,N,mush,,Y,Y,
9/17/24,Dannette,Thread Herring,THH025,EI2,5/22/24,67.5,183,141,154,Y,N,,Y,Y,Y
9/17/24,Lindsey,Thread Herring,THH026,EI2,5/22/24,57.4,186,147,156,Y,N,,Y,Y,Y
9/17/24,Lindsey,Thread Herring,THH027,EI2,5/22/24,62.1,193,149,167,Y,N,,Y,Y,Y
9/20/24,Dannette,Thread Herring,THH028,EI2,5/22/24,62.4,195,145,158,Y,N,liver mostly digested,Y,Y,Y
2/17/25,Cole,Weakfish,WEF001,WO2,5/23/24,154.5,233,190,-,Y,fish mush,,Y,Y,Y
2/17/25,EG,Thread Herring,THH062,WO1,11/8/24,23.3,136,105,114,Y,-,,Y,,
12/10/24,Sam,Unknown Anchovy,UAN007,EI2,8/12/24,0.2,34,30,NA,N,N,,Y,,
2/17/25,EG,Weakfish,WEF011,WO1,11/8/24,95,209,170,-,Y,-,,Y,,
2/17/25,Cole,Weakfish,WEF002,WO2,5/23/24,97.3,207,168,-,Y,fish mush,,Y,Y,Y
2/17/25,Dannette,Weakfish,WEF003,WO2,5/23/24,125.8,233,195,-,Y,-,,Y,Y,Y
2/17/25,EG,Weakfish,WEF004,WO2,5/23/24,77.2,204,170,-,Y,-,,Y,Y,Y
2/17/25,Dannette,Weakfish,WEF005,WO2,5/23/24,114.3,232,189,-,Y,mush,,Y,Y,Y
2/19/25,Dannette,Lizardfish,LIZ010,WO3,11/8/24,67.1,224,189,205,Y,mush,,Y,,
2/19/25,Dannette,Lizardfish,LIZ011,WO3,11/8/24,39.2,191,162,180,Y,-,,Y,,
2/19/25,Dannette,Lizardfish,LIZ013,WO3,11/8/24,70.3,224,190,210,Y,shrimp,,Y,,
2/19/25,Dannette,Lizardfish,LIZ014,WO3,11/8/24,86.3,240,210,230,Y,-,,Y,,
2/19/25,Dannette,Lizardfish,LIZ016,WO3,11/8/24,55.3,210,180,193,Y,-,,Y,,
2/19/25,EG,Lizardfish,LIZ003,WI3,11/8/24,36.2,191,162,167,Y,mush,,Y,Y,Y
2/19/25,EG,Lizardfish,LIZ004,EI3,11/1/24,171.8,310,260,284,Y,mush,,Y,Y,Y
2/17/25,EG,Weakfish,WEF006,WO2,5/23/24,238.9,284,230,-,Y,-,,Y,Y,Y
12/10/24,Sam,Unknown Anchovy,UAN008,EI2,8/12/24,0.2,32,29,NA,N,N,,Y,,
2/19/25,Lindsey,Lizardfish,LIZ008,WO3,11/8/24,68.5,223,193,207,Y,-,,Y,Y,Y
2/19/25,Lindsey,Lizardfish,LIZ009,WO3,11/8/24,69.9,230,198,221,Y,mush,,Y,Y,Y
2/19/25,Lindsey,Lizardfish,LIZ012,WO3,11/8/24,97.8,250,218,233,Y,larvae?,,Y,,
2/19/25,Lindsey,Lizardfish,LIZ015,WO3,11/8/24,59.3,202,178,190,Y,anchovy,,Y,,
2/19/25,Lindsey,Lizardfish,LIZ017,WO3,11/8/24,72.3,233,198,215,Y,Anchovy,,Y,,
12/10/24,Sam,Unknown Anchovy,UAN009,EI2,8/12/24,0.3,39,32,NA,N,N,,Y,,
12/10/24,Sam,Unknown Anchovy,UAN010,EI2,8/12/24,0.2,36,30,NA,N,N,,Y,,
2/17/25,Dannette,Weakfish,WEF007,WO2,5/23/24,160.4,250,205,-,Y,-,,Y,Y,Y
2/17/25,EG,Weakfish,WEF008,WO2,5/23/24,144.9,237,195,-,Y,-,,Y,Y,Y
2/17/25,Dannette,Weakfish,WEF009,WO2,5/23/24,128.8,239,193,-,Y,fish spine?,,Y,Y,Y
2/17/25,EG,Weakfish,WEF010,WO2,5/23/24,107,217,180,-,Y,-,,Y,,
12/10/24,Sam,Unknown Anchovy,UAN011,EI2,8/12/24,0.2,38,32,NA,N,N,,Y,,
2/17/25,Dannette,Weakfish,WEF012,WI2,8/13/24,356.4,325,277,-,Y,-,,Y,,
2/17/25,EG,Weakfish,WEF013,WI2,8/13/24,154.4,240,205,-,Y,-,,Y,,
2/27/25,Sam,Pigfish,PIG008,WO3,11/8/24,58.4,154,126,151,Y,Atlantic brief squid,,Y,Y,Y
3/4/25,Tiana,Croaker,CRO089,WO3,2/26/24,33.1,153,126,-,Y,- ,,Y,Y,Y
3/6/25,Sam,Croaker,CRO090,EI2,2/16/24,46.3,170,138,-,Y,mush,,Y,Y,Y
3/4/25,Sam,Moonfish,MOF046,WO3,2/26/24,10,95,78,65,Y,- ,,Y,,
3/6/25,Cole,Moonfish,MOF047,EI1,2/16/24,13.5,102,79,89,Y,-,,Y,,
3/6/25,Cole,Moonfish,MOF048,EI1,2/16/24,11.1,100,76,86,N,shrimp larva,,Y,,
3/6/25,Cole,Moonfish,MOF049,EI1,2/16/24,17.6,129,95,108,Y,-,,Y,,
3/6/25,Cole,Moonfish,MOF050,EI1,2/16/24,28.8,135,102,117,Y,-,,Y,,
3/10/25,Cole,Pinfish,PIN122,WO2,2/26/24,58.7,162,124,149,Y,-,,Y,,
3/10/25,Cole,Pinfish,PIN123,WO2,2/26/24,51.4,152,120,142,Y,unknown crustacean?,,Y,,
3/10/25,Cole,Pinfish,PIN124,WO2,2/26/24,52.4,152,116,141,Y,"mush, clam",,Y,,
3/10/25,Cole,Pinfish,PIN125,WO2,2/26/24,33.1,133,102,123,N,-,,Y,,
3/10/25,Cole,Pinfish,PIN126,WO2,2/26/24,45.2,149,116,139,Y,unknown,,Y,,
3/26/25,Cole,Pinfish,PIN127,WI1,2/26/24,13.5,99,76,91,Y,mush,,Y,,
3/26/25,Cole,Pinfish,PIN128,WI1,2/26/24,15.4,103,80,91,Y,shrimp larave,,Y,,
3/26/25,Cole,Pinfish,PIN129,WI1,2/26/24,11.7,94,76,91,Y,larva?,,Y,,
3/26/25,Cole,Pinfish,PIN130,WI1,2/26/24,12.2,94,75,89,Y,-,,Y,,
3/26/25,Dannette,Pinfish,PIN131,WI1,2/26/24,7.8,84,65,77,Y,mush,,Y,,
3/26/25,Dannette,Pinfish,PIN132,WI1,2/26/24,7.5,80,68,-,Y,-,broken tail,Y,,
3/26/25,Lindsey,Pinfish,PIN133,WI1,2/26/24,7.5,81,63,-,Y,mush,broken tail,Y,,
3/26/25,Dannette,Pinfish,PIN134,WI1,2/26/24,11.2,94,75,90,Y,-,,Y,,
3/26/25,Lindsey,Pinfish,PIN135,WI1,2/26/24,8.4,84,67,79,Y,mush,,Y,,
3/27/25,Cole,Pinfish,PIN136,WO1,2/26/24,19.7,109,86,106,Y,-,,Y,,
3/27/25,Cole,Pinfish,PIN137,WO1,2/26/24,16.6,102,83,99,Y,-,,Y,,
3/27/25,Cole,Pinfish,PIN138,WO1,2/26/24,20.2,110,85,105,Y,-,,Y,,
3/27/25,Cole,Pinfish,PIN139,WO1,2/26/24,12.5,94,76,92,Y,-,,Y,,
3/27/25,Cole,Pinfish,PIN140,WO1,2/26/24,10.3,95,72,90,-,-,,Y,,
3/27/25,Cole,Pinfish,PIN141,WO1,2/26/24,11.9,96,74,91,-,-,,Y,,
3/27/25,Cole,Pinfish,PIN142,WO1,2/26/24,13.2,98,77,93,-,-,,Y,,
3/27/25,Cole,Pinfish,PIN143,WO1,2/26/24,17.7,111,85,104,Y,-,,Y,,
3/27/25,Cole,Pinfish,PIN144,WO1,2/26/24,21.9,117,94,112,Y,-,,Y,,
3/27/25,Cole,Pinfish,PIN145,WO1,2/26/24,19.8,111,87,106,Y,-,,Y,,
3/28/25,Cole,Pinfish,PIN146,EI2,2/16/24,11.5,95,74,91,Y,mush,,Y,,
3/28/25,Cole,Pinfish,PIN147,EI2,2/16/24,13,96,76,93,Y,-,,Y,,
3/28/25,Cole,Pinfish,PIN148,EI2,2/16/24,14.3,100,80,97,Y,-,,Y,,
3/28/25,Cole,Pinfish,PIN149,EI2,2/16/24,18.3,111,89,106,Y,-,,Y,,
3/28/25,Cole,Pinfish,PIN150,EI2,2/16/24,24.3,118,91,112,Y,larval mush,,Y,,
3/4/25,Tiana,Spot,SPO068,WO3,2/26/24,38.2,147,119,142,N,mush,,Y,,
3/4/25,Sam,Spot,SPO069,WO3,2/26/24,49.5,166,132,158,Y,- ,,Y,,
3/4/25,Sam,Spot,SPO070,WO3,2/26/24,30.7,139,109,132,Y,- ,,Y,,
3/4/25,Sam,Spot,SPO071,WO3,2/26/24,49.4,162,132,157,N,- ,,Y,,
3/4/25,Sam,Spot,SPO072,WO3,2/26/24,55.2,167,134,163,N,- ,,Y,,
3/4/25,Sam,Spot,SPO073,WO3,2/26/24,64.5,172,141,166,N,- ,,Y,,
3/5/25,Sam,Spot,SPO074,WO3,2/26/24,45.5,160,129,153,N,-,,Y,,
3/5/25,Sam,Spot,SPO075,WO3,2/26/24,54.2,160,132,156,Y,-,,Y,,
3/5/25,Sam,Spot,SPO076,WO3,2/26/24,53.2,159,130,153,Y,-,,Y,,
3/26/25,Dannette,Pigfish,PIG010,WO1,11/8/24,37.1,140,115,135,Y,mush,,,,
3/26/25,Dannette,Pigfish,PIG011,WO1,11/8/24,91.9,180,146,174,Y,mush & shrimp,,,,
3/26/25,Dannette,Pigfish,PIG013,WI1,11/8/24,39.3,138,108,133,Y,-,,,,
3/26/25,Dannette,Pigfish,PIG014,WI1,11/8/24,45.5,149,119,140,Y,-,,,,
3/5/25,Sam,Spot,SPO077,WO3,2/26/24,41.9,150,121,144,N,-,,Y,,
3/6/25,Sam,Spot,SPO078,EI2,2/16/24,36.4,147,112,138,Y,-,,Y,,
3/26/25,Lindsey,Pigfish,PIG009,WO1,11/8/24,49.4,157,124,144,Y,mush,fish disintegrating,,,
3/26/25,Lindsey,Pigfish,PIG012,WO1,11/8/24,65.4,170,131,158,Y,-,,,,
3/6/25,Sam,Spot,SPO079,EI2,2/16/24,19.6,122,96,119,Y,-,,Y,,
3/6/25,Sam,Spot,SPO080,EI2,2/16/24,32.1,141,114,136,Y,-,,Y,,
3/6/25,Cole,Spot,SPO081,EI2,2/16/24,43.3,163,120,150,N,-,,Y,,
3/6/25,Cole,Spot,SPO082,EI2,2/16/24,48.6,159,121,151,Y,-,,Y,,
3/31/25,Cole,Striped Anchovy,STA109,WO3,2/26/24,11.3,111,94,105,-,mush,,,,
3/31/25,Cole,Striped Anchovy,STA110,WO3,2/26/24,11.7,117,98,107,Y,mush,very little liver,,,
3/31/25,Cole,Striped Anchovy,STA111,EI2,2/16/24,0.8,52,45,48,-,mush,full fish,,,
3/31/25,Dannette,Striped Anchovy,STA112,EI2,2/16/24,6.3,97,80,90,-,-,,,,
3/31/25,Cole,Striped Anchovy,STA113,EI2,2/16/24,0.7,52,48,46,-,mush,full fish,,,
3/31/25,Cole,Striped Anchovy,STA114,EI2,2/16/24,0.7,53,44,48,-,mush,full fish,,,
3/31/25,Dannette,Striped Anchovy,STA115,EI2,2/16/24,8.2,107,87,94,-,mush,full fish,,,
3/31/25,Dannette,Striped Anchovy,STA116,EI2,2/16/24,7.9,115,95,103,-,-,,,,
3/31/25,Dannette,Striped Anchovy,STA117,EI2,2/16/24,5.4,96,79,85,-,-,,,,
3/31/25,Cole,Striped Anchovy,STA118,EI2,2/16/24,1,56,46,51,-,mush,full fish,,,
3/31/25,Dannette,Striped Anchovy,STA119,EI2,2/16/24,6.2,98,83,91,-,-,,,,
3/31/25,Cole,Striped Anchovy,STA120,EI2,2/16/24,1,57,47,52,-,mush,full fish,,,
3/31/25,Dannette,Striped Anchovy,STA121,EI2,2/16/24,6.2,96,79,89,-,-,,,,
3/31/25,Cole,Striped Anchovy,STA122,EI2,2/16/24,5,95,77,85,-,mush,,,,
3/31/25,Dannette,Striped Anchovy,STA123,EI2,2/16/24,5,89,74,83,-,mush,,,,
4/2/25,Dannette,Striped Anchovy,STA124,EI1,2/16/24,9.8,110,95,104,-,mush,,,,
4/2/25,Lindsey,Striped Anchovy,STA125,EI1,2/16/24,6.1,97,80,87,Y,mush,,,,
4/2/25,Dannette,Striped Anchovy,STA126,EI1,2/16/24,7.7,107,87,96,-,-,,,,
4/2/25,Lindsey,Striped Anchovy,STA127,EI1,2/16/24,6.3,100,83,-,-,mush,,,,
4/2/25,Dannette,Striped Anchovy,STA128,EI1,2/16/24,7.2,105,86,95,-,-,,,,
4/2/25,Dannette,Striped Anchovy,STA129,EI1,2/16/24,6.9,99,81,92,Y,-,,,,
4/2/25,Lindsey,Striped Anchovy,STA130,EI1,2/16/24,6,94,78,86,Y,mush,,,,
4/2/25,Dannette,Striped Anchovy,STA131,EI1,2/16/24,5.7,97,81,91,-,mush,,,,
4/2/25,Lindsey,Striped Anchovy,STA132,EI1,2/16/24,5.2,92,74,82,-,mush,,,,
4/2/25,Dannette,Striped Anchovy,STA133,EI1,2/16/24,6.8,98,82,91,-,mush,,,,
4/3/25,Cole,Striped Anchovy,STA134,WO2,2/26/24,6.5,98,83,92,-,mush,,,,
4/3/25,Cole,Striped Anchovy,STA135,WO2,2/26/24,9.8,107,90,100,Y,mush,,,,
4/3/25,Cole,Striped Anchovy,STA136,WO2,2/26/24,11.9,115,96,108,Y,mush,,,,
4/3/25,Cole,Striped Anchovy,STA137,WO2,2/26/24,8.7,104,87,97,Y,mush,,,,
4/3/25,Cole,Striped Anchovy,STA138,WO2,2/26/24,15.4,121,104,115,Y,mush,,,,
4/3/25,Cole,Striped Anchovy,STA139,WO2,2/26/24,9.6,112,93,103,-,mush,,,,
4/7/25,Cole,Striped Anchovy,STA140,WO2,2/26/24,7.6,103,87,98,-,mush,,,,
4/7/25,Cole,Striped Anchovy,STA141,WO2,2/26/24,8.7,104,88,99,Y,mush,,,,
4/7/25,Cole,Striped Anchovy,STA142,WO2,2/26/24,11.9,115,97,107,Y,mush,,,,
4/7/25,Cole,Striped Anchovy,STA143,WO2,2/26/24,7.3,102,86,96,-,mush,,,,
4/7/25,Dannette,Striped Anchovy,STA144,WO1,2/26/24,10.8,115,94,103,-,mush,,,,
4/7/25,Dannette,Striped Anchovy,STA145,WO1,2/26/24,9.8,115,94,104,-,mush,,,,
4/7/25,Cole,Striped Anchovy,STA146,WO1,2/26/24,7.1,100,86,96,-,mush,,,,
4/7/25,Dannette,Striped Anchovy,STA147,WO1,2/26/24,11,114,94,104,-,mush,,,,
4/7/25,Dannette,Striped Anchovy,STA148,WO1,2/26/24,10.8,114,93,104,-,mush,,,,
4/7/25,Dannette,Striped Anchovy,STA149,WO1,2/26/24,8.4,115,88,96,-,-,,,,
4/9/25,Cole,Striped Anchovy,STA150,WO1,2/26/24,8.2,106,90,99,Y,mush,,,,
4/9/25,Dannette,Striped Anchovy,STA151,WO1,2/26/24,10.2,115,95,105,-,mush,,,,
4/9/25,Lindsey,Striped Anchovy,STA152,WO1,2/26/24,9.2,110,87,99,-,mush,,,,
4/9/25,Dannette,Striped Anchovy,STA153,WO1,2/26/24,6.5,99,82,93,-,mush,,,,
4/9/25,Lindsey,Striped Anchovy,STA154,WI1,2/26/24,4.9,89,75,83,-,-,,,,
4/9/25,Dannette,Striped Anchovy,STA155,WI1,2/26/24,5.8,100,83,90,-,-,split in two,,,
4/9/25,Lindsey,Striped Anchovy,STA156,WI1,2/26/24,5.8,90,79,-,-,-,,,,
3/10/25,Cole,Thread Herring,THH063,WO1,2/26/24,20.5,134,103,115,N,mush,,Y,,
3/24/25,Dannette,Weakfish,WEF014,WO3,2/26/24,135.8,238,203,-,Y,-,,Y,,
3/24/25,Dannette,Weakfish,WEF015,WO3,2/26/24,96.9,215,178,-,Y,-,,Y,,
3/24/25,Dannette,Weakfish,WEF016,WO3,2/26/24,111.8,228,187,-,Y,-,,Y,,
3/24/25,Dannette,Weakfish,WEF017,WO3,2/26/24,105.3,230,190,-,Y,-,,Y,,
3/24/25,Dannette,Weakfish,WEF018,WO3,2/26/24,28,153,124,-,Y,-,Small Liver,Y,,
3/24/25,Dannette,Weakfish,WEF019,WO3,2/26/24,51.1,181,151,-,Y,-,,Y,,
3/24/25,Dannette,Weakfish,WEF020,WO3,2/26/24,67.4,197,163,-,Y,-,,Y,,
4/9/25,Dannette,Croaker,CRO091,EO3,10/25/23,162.4,236,195,-,Y,unk fish,,Y,Y,Y
4/9/25,Lindsey,Croaker,CRO092,EO3,10/25/23,107.8,225,182,-,Y,-,,Y,Y,Y
3/24/25,Dannette,Weakfish,WEF021,WO3,2/26/24,34.9,160,129,-,Y,-,,Y,,
3/24/25,Dannette,Weakfish,WEF022,WO3,2/26/24,33.9,157,128,-,Y,-,,Y,,
3/24/25,Dannette,Weakfish,WEF023,WO3,2/26/24,93.5,220,178,-,Y,-,,Y,,
4/9/25,Dannette,Croaker,CRO093,EO3,10/25/23,102.6,210,163,-,Y,mush,,Y,Y,Y
4/9/25,Lindsey,Atlantic Bumper,ATB026,EO3,10/25/23,62,198,150,165,Y,mush,,Y,,
4/14/25,Cole,Thread Herring,THH064,EO3,10/25/23,5.5,89,68,79,-,mush,torn in half,,,
4/14/25,Cole,Thread Herring,THH065,EO3,10/25/23,5.8,86,67,77,-,mush,,,,
4/14/25,Cole,Thread Herring,THH066,EO3,10/25/23,6.1,88,70,80,-,mush,,,,
4/14/25,Dannette,Thread Herring,THH067,EO3,10/25/23,8,101,78,84,-,mush,,,,
4/14/25,Cole,Weakfish,WEF024,EO3,10/25/23,296.4,303,242,-,Y,striped anchovies,,,,
4/14/25,Dannette,Thread Herring,THH068,EO3,10/25/23,6.3,94,74,81,-,mush,,,,
4/14/25,Dannette,Thread Herring,THH069,EO3,10/25/23,6.1,99,75,83,-,mush,,,,
4/14/25,Cole,Thread Herring,THH070,EO3,10/25/23,8.7,97,77,88,-,mush,,,,
4/14/25,Dannette,Thread Herring,THH071,EO3,10/25/23,6.6,93,78,81,-,mush,,,,
4/14/25,Dannette,Thread Herring,THH072,EO3,10/25/23,6,92,74,79,-,-,,,,
4/14/25,Dannette,Thread Herring,THH073,EO3,10/25/23,4.9,85,73,73,-,mush,,,,
4/16/25,Cole,Moonfish,MOF051,EO3,10/25/23,107.3,200,166,183,Y,-,,Y,,
4/16/25,Cole,Moonfish,MOF052,EO3,10/25/23,92.3,185,149,167,Y,-,,Y,,
4/16/25,Cole,Moonfish,MOF053,EO3,10/25/23,95.4,185,150,167,Y,-,,Y,,
4/16/25,Cole,Moonfish,MOF054,EO3,10/25/23,105.2,196,159,176,Y,fish mush,,Y,,
4/16/25,Lindsey,Moonfish,MOF055,EO3,10/25/23,83.5,190,146,168,Y,mush,,Y,,
4/16/25,Lindsey,Moonfish,MOF056,EO3,10/25/23,87.5,197,160,172,Y,-,,Y,,
4/16/25,Lindsey,Moonfish,MOF057,EO3,10/25/23,92.1,200,160,175,Y,fish mush,,Y,,
4/16/25,Lindsey,Moonfish,MOF058,EO3,10/25/23,40,150,121,134,Y,-,,Y,,
4/16/25,Lindsey,Moonfish,MOF059,EO3,10/25/23,77.1,189,156,167,Y,fish mush,,Y,,
4/16/25,Lindsey,Moonfish,MOF060,EO3,10/25/23,84.2,193,157,169,Y,mush,,Y,,
4/17/25,Sam,Striped Anchovy,STA157,EO3,10/25/23,9.3,109,93,100,-,zooplankton,,,,
4/17/25,Sam,Striped Anchovy,STA158,EO3,10/25/23,6.2,99,82,89,-,-,,,,
4/17/25,Sam,Striped Anchovy,STA159,EO3,10/25/23,6.5,98,83,94,-,-,,,,
4/17/25,Sam,Striped Anchovy,STA160,EO3,10/25/23,6,96,78,85,-,zooplankton,,,,
4/23/25,Lindsey,Striped Anchovy,STA161,EO3,10/25/23,5.7,91,80,87,-,mush,,,,
4/23/25,Dannette,Striped Anchovy,STA162,EO3,10/25/23,4.3,90,75,85,-,mush,,,,
4/23/25,Dannette,Striped Anchovy,STA163,EO3,10/25/23,3.9,85,70,77,-,mush,,,,
4/23/25,Lindsey,Striped Anchovy,STA164,EO3,10/25/23,3.8,90,83,-,-,mush,forgot weight & pic before removing muscle,,,
4/23/25,Dannette,Striped Anchovy,STA165,EO3,10/25/23,4,90,73,80,-,mush,Split in two,,,
4/23/25,Lindsey,Pinfish,PIN151,EO3,10/25/23,74.1,179,137,160,Y,mush,,Y,,
4/23/25,Lindsey,Pinfish,PIN152,EO3,10/25/23,89.8,199,150,173,Y,mush,,Y,,
4/23/25,Lindsey,Pinfish,PIN153,EO3,10/25/23,78.4,182,141,163,Y,-,,Y,,
4/28/25,Cole,Pinfish,PIN154,EO3,10/25/23,90,176,141,170,Y,mush,,Y,,
4/28/25,Cole,Pinfish,PIN155,EO3,10/25/23,95.4,188,145,178,Y,fish mush,,Y,,
4/28/25,Cole,Pinfish,PIN156,EO3,10/25/23,84.4,184,142,171,Y,-,,Y,,
4/28/25,Dannette,Pinfish,PIN157,EO3,10/25/23,73.9,170,130,155,Y,fish mush,,Y,,
4/28/25,Dannette,Pinfish,PIN158,EO3,10/25/23,65.1,165,129,153,Y,fish mush,,Y,,
4/28/25,Dannette,Pinfish,PIN159,EO3,10/25/23,103.1,188,150,175,Y,fish mush,,Y,,
4/28/25,Dannette,Pinfish,PIN160,EO3,10/25/23,85.3,170,135,160,Y,mush w/ grass?,,Y,,
4/28/25,Dannette,Pinfish,PIN161,EO3,10/25/23,97.3,192,157,180,Y,mush,,Y,,
5/2/25,Cole,Spot,SPO083,EO3,10/25/23,143.6,214,172,210,Y,biomatter,,,,
5/2/25,Sam,Spot,SPO084,EO3,10/25/23,104.9,195,157,187,Y,-,,,,
5/2/25,Sam,Spot,SPO085,EO3,10/25/23,131.1,219,177,211,Y,-,,,,
5/2/25,Cole,Spot,SPO086,EO3,10/25/23,126.8,198,161,195,Y,detritus,,,,
5/2/25,Sam,Spot,SPO087,EO3,10/25/23,192.9,225,180,220,Y,biomatter,,,,
5/2/25,Cole,Spot,SPO088,EO3,10/25/23,127.7,205,166,201,Y,clam,,,,
5/2/25,Cole,Spot,SPO089,EO3,10/25/23,119.8,197,161,193,Y,shrimp/biomatter,,,,
5/2/25,Sam,Spot,SPO090,EO3,10/25/23,98.4,192,155,184,Y,-,,,,
5/2/25,Sam,Spot,SPO091,EO3,10/25/23,86.9,185,150,180,Y,-,,,,
5/12/25,Dannette,Atlantic Bumper,ATB027,EI3,10/25/23,20.7,137,109,120,Y,larvae,,Y,,
5/12/25,Dannette,Atlantic Bumper,ATB028,EI3,10/25/23,23.2,139,109,120,Y,larvae,,Y,,
5/12/25,Cole,Atlantic Bumper,ATB029,EI3,10/25/23,12.6,111,84,96,-,shrimp larvae,,Y,,
5/12/25,Dannette,Atlantic Bumper,ATB030,EI3,10/25/23,10.7,111,81,90,Y,mush,,Y,,
5/12/25,Dannette,Atlantic Bumper,ATB031,EI3,10/25/23,10.2,107,80,91,-,larvae,,Y,,
5/12/25,Dannette,Thread Herring,THH074,EI3,10/25/23,14,118,90,110,Y,mush,,,,
5/12/25,Dannette,Thread Herring,THH075,EI3,10/25/23,13.8,115,90,110,-,mush,,,,
5/12/25,Cole,Thread Herring,THH076,EI3,10/25/23,15.1,120,93,105,-,mush,,,,
5/12/25,Dannette,Thread Herring,THH077,EI3,10/25/23,11.9,115,88,96,Y,mush,,,,
5/12/25,Cole,Thread Herring,THH078,EI3,10/25/23,11.5,116,88,99,-,mush,,,,
5/12/25,Dannette,Thread Herring,THH079,EI3,10/25/23,14.5,120,93,110,-,mush,,,,
5/12/25,Cole,Thread Herring,THH080,EI3,10/25/23,20,123,98,109,-,mush,,,,
5/12/25,Dannette,Thread Herring,THH081,EI3,10/25/23,9.5,108,84,92,-,mush,,,,
5/12/25,Dannette,Thread Herring,THH082,EI3,10/25/23,9.1,105,80,90,-,mush,,,,
5/12/25,Cole,Thread Herring,THH083,EI3,10/25/23,9.1,105,80,91,Y,mush,,,,
5/12/25,Dannette,Moonfish,MOF061,EI3,10/25/23,25.5,125,100,110,Y,larvae,,Y,,
5/12/25,Cole,Moonfish,MOF062,EI3,10/25/23,36.6,134,110,124,Y,-,,Y,,
5/12/25,Dannette,Moonfish,MOF063,EI3,10/25/23,28.9,132,105,112,Y,mush,,Y,,
5/12/25,Cole,Moonfish,MOF064,EI3,10/25/23,23.9,120,94,107,Y,shrimp larvae,,Y,,
5/13/25,Dannette,Striped Anchovy,STA166,EI3,10/25/23,4.2,84,69,78,-,-,,,,
